id,sentence_id,tag,quote,correction,start,end,annotation_source
87875,8648016,"asp,ortho,extra",поссориться,ссорятся,5,6,manual
87876,8648016,asp,возьму,беру,14,15,manual
87878,8648017,asp,сделать,делать,11,12,manual
87915,8650004,asp,поздоровалась,здоровалась,5,6,manual
87935,8650009,asp,забудут,забывают,11,12,manual
87936,8650010,asp,забудут,забывают,7,8,manual
88017,8655012,asp,писать,написать,1,2,manual
89290,8678005,asp,сконцентрироваться,концентрироваться,17,18,manual
94295,8696016,asp,понял,понимал,11,12,manual
94399,8703007,asp,Набирая,Набрав,0,1,manual
102701,8716015,"asp,constr",начал   Андрея   приветствовать.,поприветствовал Андрея,2,6,manual
102886,8717008,asp,интересовалась,заинтересовалась,3,4,manual
102716,8718007,asp,встретил,встречал,4,5,manual
102740,8720003,asp,видит,увидел,13,14,manual
102742,8720003,asp,здоровается,поздоровался,19,20,manual
102745,8720005,"lex,asp,tense",рекомендует,представил,1,2,manual
102749,8720008,"lex,asp",идут,сходить,8,9,manual
102751,8720008,"tense,agrcase,asp",продолжать,продолжил,21,22,manual
102753,8720010,"lex,asp",уносил,увёл,8,9,manual
102756,8720010,"asp,lex",уносила,увела,22,23,manual
102760,8721009,"ortho,asp,lex",разговоривать,разговаривать/ поговорить,5,6,manual
102777,8722001,asp,шли,пошли,5,6,manual
102780,8722007,asp,знакомил,познакомил,1,2,manual
102781,8722007,"deriv,asp",заговаривали,заговорили,8,9,manual
102783,8722009,asp,приглашал,пригласил,4,5,manual
102785,8722009,asp,приглашал,пригласил,10,11,manual
102788,8722012,asp,жалели,пожалели,8,9,manual
102789,8722013,asp,ужинали,поужинали,2,3,manual
102800,8724006,asp,смог,мог,3,4,manual
102805,8724010,"asp,agrnum",видели,увидел,2,3,manual
102806,8724013,asp,обращался,обратился,1,2,manual
102819,8724021,"refl,lex,asp",горевался.,горевал/ опечалился,2,4,manual
102830,8725003,"lex,asp",здоровался,поздоровался,5,6,manual
102833,8725005,asp,ладил,поладил,3,4,manual
102840,8725013,asp,вести,отвести,8,9,manual
102842,8725017,"asp,tense",пойдёт,ходил,5,6,manual
102843,8725017,asp,ехать,уехать,14,15,manual
102851,8726007,"asp,lex",сказал,рассказал,1,2,manual
102853,8726007,asp,советовал,посоветовал,5,6,manual
102854,8726007,asp,думал,подумал,10,11,manual
102860,8726010,asp,хотела,захотела,1,2,manual
102931,8728019,asp,говорил,сказал,1,2,manual
102963,8730015,asp,расставалась,рассталась,6,7,manual
102965,8730018,"asp,agrnum",женился,поженились,6,7,manual
103012,8733021,"asp,agrgender",вызывал,вызвало,2,3,manual
103015,8733023,"asp,tense",был   понятным,понял,1,3,manual
103018,8734006,asp,переводился,перевёлся,4,5,manual
103032,8735009,asp,выходили,вышли,14,15,manual
103049,8738003,asp,знакомились,познакомились,4,5,manual
103056,8739003,asp,приходил,пришёл,3,4,manual
103077,8740019,asp,подарил,дарил,4,5,manual
103094,8744004,asp,помогать,помочь,1,2,manual
93252,8761004,"syntax,asp",видел,увидел,3,4,manual
73418,8761009,"syntax,asp",понимал,понял:,3,4,manual
73419,8761010,"syntax,asp",понимал,понял:,2,3,manual
73443,8772001,"syntax,asp",летать,полетать,2,3,manual
93315,8772009,"syntax,asp",крикнут,"кричат,",3,4,manual
125189,8849015,asp,получить,получать,2,3,manual
125327,8852008,asp,говорим,говорить,2,3,manual
125331,8852010,asp,уничтожить,уничтожать,10,11,manual
129178,8855003,asp,будет,быть,4,5,manual
127024,8858007,asp,принимаем,примем,5,6,manual
127035,8858013,asp,улучшать,улучшить,16,17,manual
128924,8861020,asp,надо,нужно,9,10,manual
124033,8866008,asp,ехать,уезжать,15,16,manual
127012,8871019,"asp,punct",подчеркивать,"подчеркнуть,",2,3,manual
93382,8882004,"syntax,asp",получили,получали,2,3,manual
93399,8896005,"syntax,asp",летить,летать,11,12,manual
80028,8905003,"syntax,asp",ездил,поехал,11,12,manual
81931,8905003,"syntax,asp",ехать,поехать,2,3,manual
80029,8905004,"syntax,asp",видить,увидеть,8,9,manual
81936,8906002,"syntax,asp",ездил,уехал,11,12,manual
81938,8906003,"syntax,asp",еду,поеду,20,21,manual
81939,8906003,"syntax,asp",могу,смогу,28,29,manual
93412,8906005,"syntax,asp",стало,было,11,12,manual
80025,8906012,"syntax,asp",ездить,поехать,3,4,manual
81951,8906015,"syntax,asp",учиться,научиться,12,13,manual
83392,8957007,"syntax,asp",съесть,есть,27,28,manual
130608,8957007,"syntax,asp",идти,ходить,14,15,manual
83393,8957008,"syntax,asp",проводить,провести,4,5,manual
83394,8957008,"syntax,asp",посещать,посетить,14,15,manual
83397,8957010,"syntax,asp",посещать,посетить,3,4,manual
83402,8957014,"syntax,asp",посещать,посетить,9,10,manual
83416,8957019,"syntax,asp",летела,полетела,22,23,manual
83418,8957019,"syntax,asp",хочу,захочу,9,10,manual
83419,8957022,"syntax,asp",хотела,захотела,6,7,manual
97275,8961011,asp,заявлять,заявить,3,4,manual
97397,8973010,asp,говорить,сказать,5,6,manual
97402,8973012,asp,сохранять,сохранить,15,16,manual
97429,8974020,asp,родили,рожали,5,6,manual
129727,9024003,asp,купим,покупаем,1,2,manual
129749,9024011,asp,сварю,варю,12,13,manual
129752,9024013,asp,выложу,выкладываю,2,3,manual
129754,9024013,asp,распределю,распределяю,8,9,manual
127524,9094007,asp,сказали,говорят,31,32,manual
84001,9096004,"syntax,asp",встретите,встречаете,15,16,manual
82659,9097001,asp,поступала,поступила,105,106,manual
82967,9098015,asp,поступать,поступить,31,32,manual
82998,9098017,asp,выграла,выигрывала,65,66,manual
83027,9098018,asp,было,стал,9,10,manual
114488,9106005,asp,включила,включала,1,2,manual
97498,9106007,"asp,agrgender",связывало,связала,8,9,manual
83935,9122007,"syntax,asp",плавает,плывет,6,7,manual
83959,9123009,"syntax,asp",поели,ели,24,25,manual
83980,9123020,"syntax,asp",нравица,понравилось,1,2,manual
93510,9123022,"syntax,asp",вернусь,буду возвращаться,3,4,manual
84011,9124019,"syntax,asp",пьешь,выпьешь,10,11,manual
83866,9127012,"syntax,asp",заплатить,платить,2,3,manual
93560,9130004,"syntax,asp",жить,пожить,9,10,manual
93573,9131005,"syntax,asp",бороться,потрудиться,6,7,manual
97576,9137002,asp,изучать,изучить,25,26,manual
83832,9143002,"syntax,asp",приносить,принести,9,10,manual
83847,9143008,"syntax,asp",помнить,вспомнить,9,10,manual
83852,9143012,"syntax,asp",садился,сел,1,2,manual
93612,9144013,"syntax,asp",говорить,сказать,2,3,manual
84690,9144017,"syntax,asp",проводил,провел,29,30,manual
84695,9145002,"syntax,asp",выучить,учить,8,9,manual
84697,9145003,"syntax,asp",выучить,учить,11,12,manual
84721,9145011,"syntax,asp",захотел,хотел,2,3,manual
84723,9145011,"syntax,asp",чувствовал,почувствовал,6,7,manual
84746,9145029,"syntax,asp",возвращались,вернулись,28,29,manual
84754,9145031,"syntax,asp",возвращаться,вернуться,14,15,manual
84761,9145034,"syntax,asp",заплатить,платить,19,20,manual
85574,9148008,asp,понимал,,13,14,manual
85576,9148010,asp,произойдет,происходит,9,10,manual
89399,9159002,asp,пройдет?,проходит,2,4,manual
89401,9159004,asp,покупал,купил,8,9,manual
89410,9159005,asp,будет   нравится,понравится,9,11,manual
89428,9159007,asp,погуляем,будем гулять,4,5,manual
89417,9159010,asp,убивал,убил,4,5,manual
89424,9159013,asp,Погулять,Гулять,0,1,manual
89620,9164010,"asp,lex",ходил,вышел,1,2,manual
89968,9170009,"lex,asp,refl",много   учить,многому научиться,7,9,manual
90101,9175001,"syntax,asp",улетала,летала,7,8,manual
90447,9176006,asp,смотреть,посмотреть,18,19,manual
90541,9177001,asp,идти,пойти,1,2,manual
90522,9182006,asp,смотреть,осмотреть,16,17,manual
90523,9182006,"lex,asp",хожу,погуляю,9,10,manual
90514,9183023,asp,ехать,поехать,2,3,manual
90507,9183026,asp,смотреть,посмотреть,9,10,manual
90114,9188018,asp,поддержала,поддерживала,11,12,manual
90130,9189008,"asp,constr",держать   слёзы,сдержать слез,10,12,manual
90131,9189008,asp,ободрял,ободрил,18,19,manual
90141,9189013,"asp,constr",держать   слёзы.,сдержать слез,11,14,manual
90144,9189015,asp,обессилела,была обессилена,8,9,manual
90151,9189015,"lex,asp",приносила   веселье   тем,развеселила/ принесла радость тем,20,23,manual
89978,9190011,asp,помогать,помочь,13,14,manual
89996,9191003,asp,тянуть,растянуть,12,13,manual
89999,9191004,asp,может,сможет,11,12,manual
90001,9191007,asp,поплыл,подплыл,3,4,manual
90002,9191008,asp,могла,смогла,11,12,manual
90015,9192006,asp,оттягиваться,оттянуться,5,6,manual
90041,9194001,asp,подтягиваться,подтянуться,4,5,manual
90045,9194007,asp,протягивается,протянулась,1,2,manual
90052,9194018,asp,протягивать,протянуть,7,8,manual
90053,9194019,asp,вытягивать,вытянуть,3,4,manual
89759,9195019,asp,показать,показывать,8,9,manual
89773,9196027,asp,вызывать,вызвать,2,3,manual
89782,9196039,asp,сидеть,сесть,2,3,manual
89819,9200004,asp,Уступайте,уступите,23,24,manual
89824,9200017,"asp,lex",выдерживай,потерпи,3,4,manual
89812,9201016,asp,сунуть,совать,14,15,manual
90554,9205005,asp,возникнет,возникает,6,7,manual
90588,9207008,"asp,tense",подошла,подходит,11,12,manual
90590,9208014,asp,пожертвуют,жертвуют,21,22,manual
89878,9211005,"lex,idiom,asp",доверяла,поверила,5,6,manual
89906,9212011,asp,"прочитала,",читала,4,6,manual
90172,9218014,"lex,asp",начинать,создать,5,6,manual
90191,9219013,asp,создать,создавать,11,12,manual
89926,9227036,asp,помогать,помочь,2,3,manual
89928,9227040,asp,говорить,поговорить,5,6,manual
90596,9228006,asp,открывается,открылся,4,5,manual
90664,9229020,"misspell,asp",потерживует,жертвует,13,14,manual
90694,9230039,asp,осталась,оставалась,7,8,manual
91326,9232013,asp,надевал,надел,33,34,manual
91588,9242028,asp,получить,получать,9,10,manual
91793,9245009,"tense,asp",очень   интересно   слушать,было очень интересно услышать,3,6,manual
91798,9245014,"tense,asp",вижу,увидела,9,10,manual
91804,9245016,asp,угадать,угадывать,5,6,manual
91805,9245019,asp,пугалась,испугалась,1,2,manual
91559,9249007,asp,подарить,дарить,10,11,manual
91566,9249013,asp,подарить,дарить,3,4,manual
91676,9251003,asp,употреблять,употребить,11,12,manual
91951,9253007,asp,разрушит,разрушает,33,34,manual
91972,9253035,asp,будет   знать,узнает,1,3,manual
91974,9253037,asp,уезжает,уедет,13,14,manual
91743,9254026,asp,избежать,избегать,22,23,manual
91763,9256014,asp,сосредоточимся,сосредотачиваемся,7,8,manual
91767,9256016,asp,решим,решаем,10,11,manual
91777,9256027,asp,может,сможет,12,13,manual
91781,9256032,asp,начинала,начала,5,6,manual
91370,9261014,asp,могла,смогла,16,17,manual
91442,9262002,asp,писать,написать,9,10,manual
91449,9262007,"lex,asp,agrstr",истолковать,интерпретировать этот рассказ,8,9,manual
91452,9262011,"lex,asp",станет,начинает,11,12,manual
91501,9266002,asp,будем   видеть,увидим,4,6,manual
91504,9266009,asp,обращать,обратить,12,13,manual
91517,9266024,asp,отдыхать,отдохнуть,9,10,manual
93722,9269023,"syntax,asp",узнать,узнавать,3,4,manual
97822,9272009,asp,радовать,порадовать,8,9,manual
97847,9272019,"ortho,miss,asp",видет,увидеть,14,15,manual
98154,9290004,asp,написали,писали,2,3,manual
98208,9299004,"asp,lex",хотели,решили,6,7,manual
98350,9312004,asp,отпустить,отпускать,17,18,manual
98533,9324003,asp,выразить,выражать,8,9,manual
98603,9328009,asp,смогут,могут,3,4,manual
98856,9342006,"asp,tense",представлю,представляю,4,5,manual
98857,9342006,asp,Выполнять,выполнить,13,14,manual
98858,9342006,asp,брать,взять,21,22,manual
98860,9342006,asp,показывать,показать,30,31,manual
98911,9346003,"miss,asp",проводить,мечтала провести,14,15,manual
103138,9348002,"wo,asp,neg","не   езжу   на   метро,   а   на   такси.","поехала на такси, а не на метро",15,24,manual
101220,9349003,asp,принимать,принять,17,18,manual
103909,9350008,asp,привлекут,привлекают,12,13,manual
103925,9356007,"lex,asp",делать,открыть,2,3,manual
103936,9357001,"asp,lex",смотреть,осмотреть,26,27,manual
103938,9357002,asp,ехать,доехать,2,3,manual
103941,9357003,asp,идем,пойдём,40,41,manual
103943,9357004,asp,гуляем,погуляем,2,3,manual
98921,9373005,asp,ложила,клала,10,11,manual
102340,9379002,"syntax,asp",чтобы   рекомендовать,чтобы порекомендовать,6,8,manual
124175,9386020,asp,увидела,видела,5,6,manual
130864,9389017,asp,выбрать,выбирать,6,7,manual
127970,9393010,asp,организовать,организовывать,7,8,manual
127986,9393015,asp,сделать,делать,10,11,manual
99074,9401016,asp,отправлять,отправить,5,6,manual
99359,9413006,asp,меняется,изменился,3,4,manual
104138,9418009,asp,сделать,делать,3,4,manual
104139,9418010,asp,сделать,делать,5,6,manual
104142,9419015,asp,устранить,устранять,11,12,manual
104216,9425007,"asp,tense",получат,получают,8,9,manual
104219,9425009,asp,получить,получать,2,3,manual
104221,9425009,"asp,tense",получит,получает,10,11,manual
104223,9425012,"asp,tense",получат,получают,3,4,manual
104229,9425013,"tense,asp",принёс,приносит,1,2,manual
104236,9425017,asp,получить,получать,8,9,manual
104240,9425020,asp,получить,получать,2,3,manual
104282,9428003,"agrpers,ref,asp",закончил,заканчиваются,16,17,manual
104311,9428013,asp,решить,решать,22,23,manual
104336,9429013,asp,заказала,заказывала,2,3,manual
104337,9429013,asp,устала,уставала,6,7,manual
104340,9429013,"tense,asp",рассказываю,расскажу,20,21,manual
99569,9469004,asp,приехали,приезжаем,2,3,manual
99570,9469004,asp,обрадовалась,радуется,9,10,manual
99568,9469005,asp,оделся,одевался,13,14,manual
99587,9470009,asp,дать,давать,5,6,manual
99586,9470010,asp,спросила,спрашивала,3,4,manual
124259,9471008,asp,поискали,искали,4,5,manual
118685,9477004,asp,идти,ходить,18,19,manual
118689,9477005,asp,нравиться,нравится,10,11,manual
118694,9477006,asp,сделать,поделать,2,3,manual
118695,9477006,asp,сделать,делать,12,13,manual
118698,9477008,asp,пошли,ходили,13,14,manual
118700,9477009,asp,пошли,ходили,5,6,manual
118701,9477010,asp,пошли,ходили,3,4,manual
103963,9481005,asp,учить,научить,12,13,manual
104011,9482022,asp,могут,смогут,4,5,manual
128126,9500002,asp,"понимать,","понять,",4,6,manual
99597,9506011,asp,досмотрел,смотрел,1,2,manual
99598,9506012,asp,обрадовался,радовался,10,11,manual
99618,9508001,asp,сказать,говорить,1,2,manual
99620,9508004,"asp,agrgender",нравилось,понравился,2,3,manual
99677,9509016,asp,найдешь,находишь,6,7,manual
106025,9546007,"asp,lex",смотрел,посетил,5,6,manual
105406,9548004,"syntax,asp",получать,получить,3,4,manual
116066,9548010,"syntax,asp",открывается,откроется,4,5,manual
122286,9552012,"asp,lex",пойти,гулять,5,6,manual
118508,9602007,asp,идти,ходить,7,8,manual
127142,9603010,asp,поеду,еду,2,3,manual
127146,9603015,asp,поездили,ездили,12,13,manual
127147,9603016,asp,приготовили,готовили,1,2,manual
127167,9641008,asp,родиться,рождаться,17,18,manual
127194,9642021,"ortho,subst,asp",тоЛЬтеть,потолстеть,9,10,manual
125136,9644007,asp,делать,сделать,10,11,manual
125124,9644009,asp,зашищать,защитить,15,16,manual
127245,9649016,"asp,tense",помогает,поможет,9,10,manual
127909,9657007,asp,иду,хожу,4,5,manual
127914,9660003,asp,повторил,повторял,11,12,manual
130825,9670016,asp,поняла,понимала,13,14,manual
104363,9691003,"asp,lex",желаю,желал/ хотел,15,16,manual
104371,9692003,asp,принимать,принять,9,10,manual
104377,9693005,asp,можем,сможем,8,9,manual
119465,9701001,asp,видел,увидел,30,31,manual
119466,9701001,asp,нравились,понравились,34,35,manual
124250,9701002,"syntax,aux,infl,deriv,asp,transp",поидете   може,можете пойти,6,8,manual
96941,9709006,"syntax,asp",понравилась,нравилось,1,2,manual
96944,9709006,"syntax,asp",понравилась,нравился,6,7,manual
96910,9709007,"syntax,asp",дал,давал,6,7,manual
96949,9709007,asp,понравилась,нравилось,16,17,manual
104415,9722002,"asp,lex",поссорились,ссорились/ спорили,1,2,manual
104417,9723002,"asp,lex",потребуется,потребует/ займёт,2,3,manual
104439,9727007,asp,подарю/  получу,дарю/ получаю,11,14,manual
104451,9728006,asp,взять,брать,23,24,manual
104458,9735001,asp,получить,получать,5,6,manual
130323,9736004,asp,спал,поспал,1,2,manual
119694,9747007,asp,сделаю,делаю,38,39,manual
127359,9748014,asp,обучится,обучается,4,5,manual
127401,9748023,"asp,impers",делает,сделать,13,14,manual
120440,9764009,asp,начали,пошли,3,4,manual
128650,9770008,asp,учил,выучил,6,7,manual
127270,9776006,asp,создали,создавали,13,14,manual
127274,9776016,asp,забыть,забывать,4,5,manual
127294,9781009,asp,измениться,меняться,12,13,manual
127293,9781011,asp,улучшить,улучшать,16,17,manual
127288,9781017,asp,разрушить,разрушать,9,10,manual
122933,9788001,asp,сказать,рассказать,23,24,manual
122939,9788002,asp,вредят,навредят,19,20,manual
122941,9788002,asp,помогают,помогут,24,25,manual
122275,9796003,asp,сделать,делать,5,6,manual
122276,9796003,asp,сделать,делать,12,13,manual
119135,9797005,asp,знать,узнать,2,3,manual
123794,9800001,"agrnum,asp",мы   не   могут   решать,мы не можем решить,14,18,manual
104503,9806012,asp,помогли,помогали,2,3,manual
104510,9806017,"asp,agrpers,ortho",любя,полюбят,5,6,manual
104549,9865004,"lex,par,asp",поминаю,вспоминаю/ помню,1,2,manual
104555,9865007,asp,получить,получать,16,17,manual
104562,9865014,asp,устала,уставала,2,3,manual
104566,9865017,asp,начали,начинали,17,18,manual
104627,9866013,asp,сказала,говорила,4,5,manual
104634,9866018,asp,купить,покупать,5,6,manual
119325,9873015,asp,выключили,выключали,19,20,manual
123616,9874010,asp,выходить,выйти,1,2,manual
127857,10061005,asp,смотрет,посмотреть,3,4,manual
130414,10064010,asp,ходит,сходить,2,3,manual
130033,10077002,"asp,lex",пойти   там,ходить туда,11,13,manual
130035,10077003,asp,пойти,ходить,3,4,manual
130308,10081007,asp,заходили,зашли,3,4,manual
130310,10081009,asp,обедали,пообедали,3,4,manual
130369,10086002,asp,водить,отвести,12,13,manual
128937,10098003,asp,знаете,узнали,3,4,manual
119807,10099005,"asp,agrpers",поехать,ездим,3,4,manual
104652,10104011,asp,посмотреть,смотреть,18,19,manual
127409,10200008,asp,организовывать,организовать,7,8,manual
117893,10205009,asp,сделать.,делать.,23,25,manual
117930,10205009,asp,идти,ходить,4,5,manual
119253,10219007,"miss,constr,asp",иметь,теперь имеют,10,11,manual
104678,10260007,asp,пойти,ходить,8,9,manual
104681,10260016,asp,поговорить,говорить,10,11,manual
104721,10265018,"aux,asp",буду   ехать,поеду,5,7,manual
130958,10295012,"asp,lex",начала   увеличиваться,увеличивается,3,5,manual
130962,10299001,asp,выучить,изучать,26,27,manual
130960,10299003,"tense,asp",буду   выучить,буду изучать,47,49,manual
127454,10305018,asp,знать,узнать,7,8,manual
125061,10306003,asp,приготовить,готовить,11,12,manual
125083,10306007,asp,поговорить,говорить,21,22,manual
122860,10308001,asp,отделять,разделять,10,11,manual
106989,10315009,"syntax,asp",реализовывать,реализовать,12,13,manual
106992,10316001,"syntax,asp",написать,писать,17,18,manual
103270,10319014,"asp,refl",выучить,учиться,16,17,manual
103304,10323003,asp,училась,отучилась,1,2,manual
103329,10324007,asp,смог,мог,8,9,manual
103398,10326005,asp,знать,узнать,2,3,manual
103429,10327009,"asp,tense",продолжалась,продолжилась/ продолжается,47,48,manual
114103,10328027,asp,оказала,оказывала,28,29,manual
114104,10328028,asp,расширять,расширить,17,18,manual
114108,10328034,asp,развивать,развить,23,24,manual
103485,10334060,"asp,lex",обменяться,обмениваться,16,17,manual
103514,10337003,asp,позволить,позволять,35,36,manual
103515,10337005,"asp,lex",забудут,забывают/ забывают упомянуть,9,10,manual
103574,10343003,"constr,lex,asp",воспитывали,здесь воcпитали/ вырастили,162,163,manual
103606,10345010,asp,наследовали,унаследовали,6,7,manual
103622,10345021,"asp,ortho",облащал,обратил,1,2,manual
103641,10345043,asp,обменяться,обмениваться,3,4,manual
103655,10346020,asp,читал,прочитал,4,5,manual
134974,10357012,asp,изучить,изучать,2,3,manual
135009,10359015,asp,продолжить,продолжать,8,9,manual
114009,10361006,asp,можно,может,13,14,manual
114010,10361006,asp,любить,полюбить,14,15,manual
119761,10382001,asp,поступать,поступить,17,18,manual
106198,10384007,asp,получать,получить,8,9,manual
106202,10384010,asp,продолжать,продолжить,5,6,manual
106217,10384022,asp,сбудется,сбудутся,10,11,manual
119634,10385012,asp,выучить,учить,2,3,manual
119635,10385014,asp,погулял,гулял,17,18,manual
119636,10385014,asp,хотелось,захотелось,37,38,manual
119709,10385038,asp,буду   посещать,посещу,4,6,manual
119711,10385040,asp,буду   увидеть,увижу,8,10,manual
119718,10385048,asp,сбывались,сбылись,2,3,manual
119877,10386009,asp,подготовят,готовят,4,5,manual
119910,10391021,asp,узнавать,узнать,4,5,manual
119847,10393005,asp,получить,получать,18,19,manual
119505,10401010,asp,привлёк,привлекал,19,20,manual
117324,10442009,asp,понравилось,нравилось,2,3,manual
117326,10442016,asp,выбрала,выбирала,8,9,manual
117213,10451002,asp,писанных,написанных,17,18,manual
116322,10458007,asp,прислушался,прислушивался,10,11,manual
116057,10461006,asp,познакомиться,знакомиться,16,17,manual
118667,10469028,asp,читать.,прочитать.,8,10,manual
103748,10472013,asp,провести,проводить,23,24,manual
103749,10472013,asp,заказать,заказывать,30,31,manual
117986,10495032,asp,сделать,делать,12,13,manual
117777,10508002,asp,влияли,повлияли,34,35,manual
117832,10508009,asp,знакомиться,познакомиться,4,5,manual
117835,10508009,asp,дополнять,дополнить,9,10,manual
117901,10508021,asp,отвечать,ответить,13,14,manual
117643,10512025,asp,рассказал,рассказывал,19,20,manual
117645,10512025,asp,побыть,побывать,30,31,manual
117378,10515004,asp,Расширять,Расширить,0,1,manual
117388,10515010,asp,поступать,поступить,9,10,manual
117401,10515022,asp,начала   любить,полюбила,3,5,manual
117407,10515026,asp,хочу   идти,пойду,7,9,manual
117411,10515031,asp,оправдывать,оправдать,4,5,manual
117423,10515037,asp,станим,становимся,5,6,manual
117507,10515050,asp,рассказать,рассказывать,44,45,manual
117508,10515053,asp,получить,получу,5,6,manual
120635,10530033,asp,буду   поступать,поступлю,2,4,manual
135043,10541004,asp,слушал,слышал,1,2,manual
101493,10566005,asp,хотел,захотел,13,14,manual
131954,10567007,asp,ехать,поехать,5,6,manual
135584,10575023,asp,возникают,возникнут,8,9,manual
135585,10575024,asp,продолжать,продолжить,8,9,manual
135428,10593015,asp,уехать,уезжать,1,2,manual
135424,10595020,"asp,tense",приезжает,приехала,15,16,manual
102350,10632001,asp,снять,снимать,18,19,manual
102356,10632005,asp,попадать,попасть,3,4,manual
104747,10639008,asp,видеть,увидеть,11,12,manual
104790,10653012,"lex,asp",может,помогает,15,16,manual
104799,10654011,asp,готовлю,приготовлю,5,6,manual
129633,10668007,"asp,ortho",вегнала,выгоняла,27,28,manual
129643,10668007,asp,делать,сделать,61,62,manual
129669,10668009,asp,знала,узнала,32,33,manual
102396,10688013,asp,приготовливаю,готовлю,3,4,manual
102446,10691017,asp,входят,выходят,7,8,manual
102483,10694018,asp,есть,поесть,3,4,manual
103269,10695025,asp,проснусь,просыпаюсь,5,6,manual
103288,10696002,asp,познакомиться,знакомиться,8,9,manual
103291,10696004,asp,познакомлюсь,знакомлюсь,1,2,manual
103303,10696013,"refl,asp",познакомишь,знакомишься,3,4,manual
103315,10697007,asp,скажу,говорю,4,5,manual
103318,10697009,asp,запомню,запоминаю,1,2,manual
103321,10697013,asp,запутают,путают,3,4,manual
103469,10701017,asp,включим,включаем,14,15,manual
103549,10703011,"miss,asp",приготовлю,я готовлю,10,11,manual
103570,10705012,asp,вспоминаю,вспомню,9,10,manual
104055,10711008,asp,пошла,вышла,3,4,manual
104081,10713016,asp,включим,включаем,11,12,manual
104092,10715004,asp,приготовить,готовить,6,7,manual
125688,10738005,asp,вытру,вытираю,4,5,manual
125690,10738005,asp,положу,кладу,9,10,manual
125691,10738005,asp,поставлю,ставлю,11,12,manual
125648,10738009,"tense,asp",оплачу,оплачиваю,3,4,manual
101793,10815007,"constr,asp,gov",вынудила   людей   отмечать,"способствовала тому, что люди отмечают",3,6,manual
101809,10815024,asp,тусить,,14,15,manual
101893,10816001,"infl,asp",храняет,сохраняет,2,3,manual
101911,10818004,asp,пришел,подъехад,4,5,manual
101912,10818006,asp,прошел,проехал,1,2,manual
101913,10818007,"asp,lex",ездил,дошел,2,3,manual
101914,10818007,asp,входил,вошел,7,8,manual
101918,10818011,"asp,lex",переходил,обошел,1,2,manual
101923,10818016,asp,ехал,поехал,12,13,manual
102207,10824002,asp,приготовила,готовила,2,3,manual
102046,10825006,asp,водит,вести,5,6,manual
102068,10827004,asp,хожу,иду,14,15,manual
102071,10827010,"asp,miss",приготовлю,я готовлю,1,2,manual
102104,10829013,asp,пользуют,используют,15,16,manual
102110,10829015,asp,делать,сделать,43,44,manual
102115,10829016,asp,чистим,очистим,1,2,manual
102116,10829016,"transfer,lex,asp",ситно   режем,нарежем лук на мелкие куски,3,5,manual
102125,10829021,asp,пожарится,прожарится,3,4,manual
102184,10831006,"ortho,asp",пожартиь,обжарить,15,16,manual
102187,10831006,asp,жарить,обжарить,7,8,manual
102304,10833002,"miss,asp",Шел,Я ходил,0,1,manual
126805,10834010,"asp,refl",исползоват,пользоваться,10,11,manual
125349,10834013,"asp,refl",исползовать,пользоваться,11,12,manual
124240,10834016,"asp,refl",исползуют,пользуются,11,12,manual
104841,10840005,asp,выходила,вышла,2,3,manual
104861,10840039,asp,вставала,встала,1,2,manual
104862,10840041,asp,пей,выпей,2,3,manual
104863,10840042,"asp,tense",делаю,сделала,5,6,manual
104873,10841013,asp,отдохну,отдыхаю,14,15,manual
104878,10842012,"asp,tense",вернётся,возвращается,5,6,manual
104893,10844023,asp,смогу,могу,18,19,manual
104915,10846003,"ortho,asp",приграшал,пригласил,1,2,manual
104955,10849009,asp,встретила,встречала,2,3,manual
104960,10850003,"lex,asp",расскажу,говорю,3,4,manual
104974,10853005,asp,приходила,пришла,4,5,manual
103775,10869029,"asp,agrpers",планирую,спланируют,4,5,manual
103796,10892005,"agrpers,asp",учитесь,учусь,27,28,manual
103810,10892009,"ortho,lex,asp",бууу   любит,его полюбите/ он вам понравится,40,42,manual
105014,10907008,asp,позавтракают,завтракают,13,14,manual
105016,10907009,asp,купит,покупает,9,10,manual
105027,10908017,"asp,agrstr,agrpers",нравилась,понравились,8,9,manual
105030,10909007,asp,пойдёт,идёт,1,2,manual
105034,10909010,asp,расслабит,расслабляет,12,13,manual
105050,10912008,asp,болела,заболела,14,15,manual
105052,10913002,asp,болела,заболела,13,14,manual
105053,10913003,"refl,ortho,asp",повышалася,повышалась/ повысилась,1,2,manual
105061,10914010,asp,приезжать,приехать,3,4,manual
105066,10915012,"asp,tense",забуду,забываю,8,9,manual
105074,10917005,"asp,ortho",почувствоваем,чувствуем,4,5,manual
105084,10918019,asp,готовил,приготовил,9,10,manual
105088,10918023,asp,выпили,пили,5,6,manual
105096,10919010,asp,отдохну,отдыхаю,4,5,manual
105107,10920010,asp,расскажет,рассказывает,5,6,manual
105120,10922008,asp,спать,поспать,11,12,manual
105126,10922015,asp,отдыхать,отдохнуть,4,5,manual
105147,10924011,"asp,ortho",соберуются,собираются,6,7,manual
105148,10924013,asp,станет,становится,4,5,manual
105165,10925009,asp,проведём,проводим,4,5,manual
105179,10927011,"ortho,asp",выполнить,выполнять,6,7,manual
105182,10928002,asp,получать,получить,2,3,manual
105186,10928005,asp,ехать,поехать,13,14,manual
